SensorID,Temp,Salinity,PH,NH4,DO,CA,Timestamp
Sensor-30,29.83,0.22,8.07,0.38,10.26,7.82,2025-06-02 14:51:43
Sensor-31,32.48,0.90,3.28,54.02,8.55,2.74,2025-06-02 10:26:11
Sensor-32,24.82,0.31,7.35,6.87,5.00,3.04,2025-06-02 16:48:44
Sensor-33,24.37,0.31,6.83,16.70,8.92,9.96,2025-06-02 12:17:39
Sensor-34,23.21,0.28,8.21,11.27,8.47,3.70,2025-06-02 17:40:19
Sensor-35,26.87,1.83,7.67,65.34,13.01,6.15,2025-06-03 00:15:14
Sensor-36,28.86,1.48,6.16,52.08,10.07,8.00,2025-06-03 03:41:56
Sensor-37,27.71,1.97,3.45,68.15,8.16,10.81,2025-06-03 03:22:29
Sensor-38,20.14,0.18,6.88,43.95,6.84,4.13,2025-06-03 08:26:29
Sensor-39,38.24,1.18,6.76,80.68,12.12,0.26,2025-06-02 12:14:19
Sensor-40,27.92,0.33,7.52,32.72,8.97,9.14,2025-06-03 03:00:12
Sensor-41,24.67,0.07,6.79,10.87,9.49,6.88,2025-06-03 01:15:09
Sensor-42,39.02,0.92,6.48,70.81,5.90,7.03,2025-06-03 01:05:50
Sensor-43,30.07,1.07,4.57,52.74,4.86,11.69,2025-06-02 10:15:30
Sensor-44,20.40,0.37,8.49,25.30,7.10,8.06,2025-06-02 16:42:32
Sensor-45,29.76,0.37,6.88,34.48,5.93,4.79,2025-06-02 17:41:33
Sensor-46,26.56,0.19,7.14,0.66,8.60,9.31,2025-06-03 00:17:14
Sensor-47,23.04,0.71,4.11,51.70,13.93,4.10,2025-06-02 13:42:15
Sensor-48,19.44,1.71,3.75,69.10,13.34,12.33,2025-06-03 05:52:08
Sensor-49,16.77,0.87,9.99,54.84,3.76,8.72,2025-06-02 13:42:11
Sensor-50,26.62,0.15,7.05,35.84,7.13,6.74,2025-06-02 11:33:11
Sensor-51,27.89,0.40,8.36,25.65,6.47,6.70,2025-06-02 20:29:46
Sensor-52,25.63,0.21,8.04,47.17,8.82,4.15,2025-06-02 12:56:27
Sensor-53,29.49,0.49,6.83,2.96,9.39,8.30,2025-06-03 05:15:07
Sensor-54,21.61,0.36,7.55,25.46,11.16,4.85,2025-06-02 16:48:39
Sensor-55,22.45,0.18,8.34,6.61,11.89,4.50,2025-06-02 15:54:56
Sensor-56,25.13,0.28,6.54,11.69,11.47,6.59,2025-06-03 01:41:10
Sensor-57,32.39,1.75,7.09,57.08,2.78,9.62,2025-06-03 08:08:34
Sensor-58,26.33,0.29,7.72,27.33,11.16,5.01,2025-06-02 20:16:10
Sensor-59,22.71,0.25,6.98,28.29,8.30,9.07,2025-06-02 14:16:52
Sensor-60,29.00,0.50,7.68,35.79,5.31,9.37,2025-06-03 03:49:41
Sensor-61,21.80,0.38,6.63,13.82,11.42,4.36,2025-06-02 18:19:44
Sensor-62,38.80,0.48,5.43,98.76,9.36,1.92,2025-06-03 01:34:38
Sensor-63,33.32,1.77,9.36,50.58,10.56,2.71,2025-06-02 22:43:13
Sensor-64,32.85,1.82,3.38,58.73,8.45,11.34,2025-06-02 18:06:56
Sensor-65,17.47,1.51,3.66,65.18,11.95,2.93,2025-06-03 07:41:12
Sensor-66,30.78,0.82,3.03,88.68,11.63,9.25,2025-06-02 17:19:42
Sensor-67,24.78,0.13,7.80,5.97,7.85,9.43,2025-06-02 11:17:30
Sensor-68,29.23,0.16,7.12,10.45,9.89,6.03,2025-06-02 12:29:28
Sensor-69,28.80,0.32,8.30,7.84,10.27,8.66,2025-06-02 18:06:38
Sensor-70,28.50,0.29,8.09,16.44,9.45,6.38,2025-06-02 20:05:26
Sensor-71,21.11,0.52,8.54,80.02,0.55,8.21,2025-06-02 21:33:12
Sensor-72,22.33,0.34,6.77,22.50,5.70,7.64,2025-06-02 11:20:29
Sensor-73,29.64,0.82,5.52,44.73,10.36,0.50,2025-06-03 01:34:28
Sensor-74,22.41,0.24,7.50,40.11,6.76,3.09,2025-06-03 07:46:23
Sensor-75,32.39,1.29,6.01,83.58,11.78,1.11,2025-06-02 22:59:43
Sensor-76,27.28,0.09,8.30,39.71,6.20,8.26,2025-06-02 13:22:18
Sensor-77,21.99,0.36,7.25,11.04,6.55,6.11,2025-06-03 07:33:10
Sensor-78,22.52,0.72,6.89,95.03,9.65,4.83,2025-06-03 03:45:54
Sensor-79,30.01,1.69,6.14,74.72,4.20,7.69,2025-06-02 19:03:08
Sensor-80,29.20,0.00,8.38,20.99,6.00,6.59,2025-06-03 06:13:15
Sensor-81,27.91,0.22,7.80,0.57,9.26,9.34,2025-06-02 16:47:24
Sensor-82,29.86,0.68,3.57,68.95,6.83,0.43,2025-06-02 13:59:46
Sensor-83,21.15,0.09,8.00,44.46,6.37,7.56,2025-06-03 08:47:11
Sensor-84,18.97,0.73,3.70,61.55,2.09,6.61,2025-06-03 00:14:35
Sensor-85,33.71,1.81,4.80,63.13,3.02,1.86,2025-06-02 20:01:48
Sensor-86,30.19,1.25,7.91,91.73,13.81,1.54,2025-06-02 23:30:10
Sensor-87,14.88,1.88,5.99,87.19,11.85,12.68,2025-06-03 07:32:17
Sensor-88,27.58,0.17,6.96,7.74,5.52,5.03,2025-06-03 05:48:52
Sensor-89,22.42,0.40,8.41,39.85,7.00,4.15,2025-06-03 04:10:00
Sensor-90,19.38,0.44,6.94,71.72,7.71,5.79,2025-06-02 22:40:44
Sensor-91,24.27,0.23,8.15,0.83,7.32,7.82,2025-06-03 02:08:50
Sensor-92,36.37,1.21,3.79,46.96,1.99,9.89,2025-06-02 11:07:46
Sensor-93,15.39,1.67,7.69,64.76,11.82,2.33,2025-06-02 12:30:33
Sensor-94,11.50,0.75,7.58,86.45,1.82,0.01,2025-06-02 10:05:43
Sensor-95,18.98,1.38,7.64,43.30,1.53,11.12,2025-06-03 01:24:59
Sensor-96,27.25,0.27,7.53,19.98,8.30,3.86,2025-06-02 17:45:36
Sensor-97,25.46,0.00,7.86,18.43,10.26,6.18,2025-06-03 05:23:21
Sensor-98,38.76,1.98,6.35,55.84,5.30,0.57,2025-06-02 18:10:02
Sensor-99,32.54,0.77,4.12,40.21,1.61,1.58,2025-06-02 19:02:46
Sensor-100,10.15,0.57,4.51,49.19,6.12,3.09,2025-06-02 16:54:49
Sensor-1,31.09,1.52,8.75,64.90,14.30,9.48,2025-06-02 10:16:43
Sensor-2,24.28,0.02,7.61,2.96,6.37,3.79,2025-06-03 09:06:15
Sensor-3,25.34,0.03,7.11,20.31,8.59,7.40,2025-06-03 00:07:04
Sensor-4,28.60,1.24,5.99,44.28,9.43,10.49,2025-06-02 10:27:49
Sensor-5,14.89,1.03,3.76,89.15,9.53,12.92,2025-06-02 16:30:07
Sensor-6,36.85,1.30,7.58,54.88,13.46,11.43,2025-06-03 02:49:18
Sensor-7,30.41,0.62,3.64,69.68,9.77,13.75,2025-06-02 12:16:43
Sensor-8,15.17,1.19,9.01,96.30,7.88,8.85,2025-06-03 01:37:13
Sensor-9,27.22,0.33,7.75,18.87,8.76,3.55,2025-06-02 17:04:40
Sensor-10,21.73,0.20,8.04,39.66,8.48,9.52,2025-06-02 20:29:32
Sensor-11,29.28,0.44,8.02,19.13,9.08,6.78,2025-06-03 04:29:49
Sensor-12,26.12,0.27,7.94,3.90,11.34,4.10,2025-06-02 23:42:26
Sensor-13,25.08,0.11,7.65,4.24,5.83,9.92,2025-06-02 14:12:59
Sensor-14,19.10,1.89,4.77,67.98,8.86,13.89,2025-06-02 13:48:15
Sensor-15,27.87,0.47,6.69,7.59,8.98,5.90,2025-06-03 03:31:28
Sensor-16,10.96,1.51,6.37,62.05,4.50,9.85,2025-06-02 23:11:59
Sensor-17,23.88,0.05,8.24,45.44,8.36,9.50,2025-06-02 09:32:38
Sensor-18,25.26,1.69,6.69,50.48,4.81,13.09,2025-06-03 05:46:09
Sensor-19,30.14,1.23,7.58,82.04,2.09,1.54,2025-06-03 06:43:13
Sensor-20,22.76,0.10,6.63,46.53,8.87,7.59,2025-06-02 21:40:34
Sensor-21,39.00,1.17,6.27,58.38,11.14,11.26,2025-06-03 03:51:09
Sensor-22,28.60,0.98,4.31,81.94,13.57,11.16,2025-06-02 18:15:26
Sensor-23,23.21,0.04,8.18,16.89,10.51,6.26,2025-06-02 14:54:35
Sensor-24,28.91,0.37,8.25,11.11,9.41,9.53,2025-06-02 10:28:32
Sensor-25,22.33,0.20,8.17,39.92,7.44,7.25,2025-06-02 11:59:56
Sensor-26,28.35,0.15,7.12,12.93,9.15,9.91,2025-06-02 10:43:43
Sensor-27,25.40,0.20,6.66,43.86,6.17,6.11,2025-06-03 05:10:45
Sensor-28,28.93,0.41,8.33,33.13,9.42,7.12,2025-06-03 03:56:55
Sensor-29,20.47,0.35,6.88,8.66,6.54,8.31,2025-06-03 02:39:12
Sensor-30,17.16,1.43,6.03,46.03,5.03,2.09,2025-06-02 20:35:36
Sensor-31,27.81,0.18,8.36,4.37,7.23,4.32,2025-06-02 18:12:58
Sensor-32,21.59,0.29,8.27,38.63,10.09,5.62,2025-06-02 19:21:57
Sensor-33,24.03,0.18,7.08,5.09,6.93,8.45,2025-06-02 11:20:36
Sensor-34,23.38,0.39,8.09,41.20,11.63,4.37,2025-06-03 04:11:22
Sensor-35,29.04,0.08,7.63,49.71,10.84,3.91,2025-06-03 06:44:58
Sensor-36,27.03,0.35,6.68,25.31,7.51,7.51,2025-06-03 04:01:01
Sensor-37,18.72,1.50,6.98,97.23,12.66,6.87,2025-06-03 07:43:41
Sensor-38,11.72,1.14,4.61,65.23,4.01,10.27,2025-06-02 09:53:44
Sensor-39,16.07,1.56,8.77,54.43,9.98,1.49,2025-06-03 03:29:18
Sensor-40,21.35,0.54,7.17,56.16,3.83,9.14,2025-06-02 13:52:01
Sensor-41,26.52,0.26,7.75,32.82,11.57,7.53,2025-06-02 22:29:26
Sensor-42,25.53,0.36,6.87,16.83,5.82,8.88,2025-06-02 09:55:35
Sensor-43,18.38,1.54,8.83,62.06,11.58,5.83,2025-06-02 13:12:08
Sensor-44,27.28,0.41,7.63,38.54,9.32,5.47,2025-06-03 07:17:52
Sensor-45,24.62,0.37,8.43,11.83,7.87,9.14,2025-06-02 11:38:40
Sensor-46,29.10,1.30,3.35,59.45,4.87,7.00,2025-06-02 19:26:19
Sensor-47,23.22,0.10,8.16,37.17,11.11,6.88,2025-06-02 21:16:04
Sensor-48,24.19,1.29,8.33,85.04,2.33,10.55,2025-06-03 02:49:22
Sensor-49,13.65,1.59,5.14,42.84,12.71,8.82,2025-06-02 10:55:10
Sensor-50,21.11,0.77,3.76,78.29,3.49,14.30,2025-06-02 15:08:08
Sensor-51,19.71,1.79,7.78,59.62,8.01,4.00,2025-06-03 08:37:43
Sensor-52,20.83,0.32,6.73,20.50,10.72,6.58,2025-06-02 11:51:26
Sensor-53,21.30,0.07,6.76,20.29,9.97,3.85,2025-06-02 13:48:43
Sensor-54,26.72,0.46,7.63,43.07,5.68,9.58,2025-06-03 04:23:39
Sensor-55,23.38,0.46,7.31,4.36,11.29,5.47,2025-06-03 08:10:31
Sensor-56,30.66,0.45,7.41,83.45,6.61,5.37,2025-06-03 02:23:23
Sensor-57,25.75,0.01,6.72,20.30,11.25,3.60,2025-06-03 09:06:56
Sensor-58,32.48,1.33,3.53,66.83,11.46,2.42,2025-06-02 15:09:06
Sensor-59,34.45,0.67,3.25,68.29,4.88,8.40,2025-06-02 10:45:31
Sensor-60,28.48,1.88,3.78,46.22,12.04,6.56,2025-06-02 12:39:28
Sensor-61,29.50,0.25,7.98,25.22,9.40,5.32,2025-06-02 15:52:18
Sensor-62,28.44,0.74,8.49,65.55,13.03,12.87,2025-06-03 01:17:33
Sensor-63,22.32,0.31,7.51,7.21,11.10,9.90,2025-06-02 23:43:35
Sensor-64,28.73,0.14,7.07,3.56,7.82,5.52,2025-06-03 00:44:45
Sensor-65,17.31,0.92,9.62,52.06,8.17,9.29,2025-06-02 17:26:31
Sensor-66,17.75,0.66,4.79,73.10,11.66,2.78,2025-06-03 05:53:41
Sensor-67,22.00,0.34,8.41,11.83,10.20,7.75,2025-06-02 23:56:38
Sensor-68,25.27,1.95,9.10,73.89,4.98,6.50,2025-06-02 16:59:25
Sensor-69,34.33,1.21,9.93,52.12,13.03,2.66,2025-06-02 10:35:44
Sensor-70,22.66,1.45,6.85,88.28,4.77,2.11,2025-06-02 20:45:20
Sensor-71,16.48,1.28,6.52,86.16,1.04,12.44,2025-06-02 20:20:19
Sensor-72,27.01,1.29,6.79,73.39,14.74,6.14,2025-06-03 07:10:50
Sensor-73,18.03,1.89,8.01,74.65,5.54,14.97,2025-06-02 13:41:24
Sensor-74,36.41,1.10,7.24,95.03,0.62,7.81,2025-06-02 23:12:48
Sensor-75,26.69,0.18,7.63,15.23,7.59,6.70,2025-06-02 11:39:12
Sensor-76,22.99,0.41,8.22,44.45,7.88,8.67,2025-06-03 05:33:39
Sensor-77,28.21,0.34,7.44,43.49,9.39,7.69,2025-06-02 10:02:07
Sensor-78,20.52,0.01,7.69,15.32,9.16,9.31,2025-06-02 15:05:05
Sensor-79,17.83,1.76,4.16,55.91,11.37,5.40,2025-06-03 00:47:50
Sensor-80,35.21,1.67,4.31,89.51,14.58,12.09,2025-06-02 14:10:46
Sensor-81,34.40,1.76,3.39,49.22,8.88,9.18,2025-06-03 01:39:45
Sensor-82,29.79,0.39,7.39,11.54,6.82,8.58,2025-06-02 18:05:45
Sensor-83,27.04,0.43,6.95,12.01,11.38,8.08,2025-06-02 19:46:30
Sensor-84,38.59,1.17,4.31,50.05,8.99,0.34,2025-06-03 03:39:13
Sensor-85,29.85,0.31,8.05,12.93,11.73,5.59,2025-06-02 19:33:05
Sensor-86,20.88,0.11,6.83,13.43,11.31,5.19,2025-06-03 02:34:03
Sensor-87,11.17,0.54,8.21,91.60,0.37,5.53,2025-06-02 23:19:41
Sensor-88,17.26,1.78,5.28,53.56,9.60,10.59,2025-06-02 12:57:47
Sensor-89,13.45,0.79,5.77,70.41,13.98,2.30,2025-06-03 09:10:27
Sensor-90,15.88,0.93,7.73,64.44,1.22,10.58,2025-06-03 04:07:33
Sensor-91,17.17,1.04,3.59,95.53,8.64,3.22,2025-06-02 10:39:20
Sensor-92,32.26,0.52,4.95,65.18,1.97,8.71,2025-06-02 15:44:59
Sensor-93,29.83,0.14,8.36,35.89,7.11,7.62,2025-06-03 08:57:21
Sensor-94,34.73,1.36,7.61,45.02,12.06,12.72,2025-06-03 02:03:52
Sensor-95,14.49,1.83,4.84,89.27,11.12,8.07,2025-06-03 08:38:17
Sensor-96,27.21,0.48,3.84,49.91,5.55,5.93,2025-06-03 08:11:21
Sensor-97,21.40,0.41,8.07,34.08,9.67,6.18,2025-06-03 04:51:58
Sensor-98,21.75,0.07,6.86,46.26,7.42,6.29,2025-06-03 01:27:37
Sensor-99,23.34,0.14,7.81,34.80,7.44,3.52,2025-06-02 15:01:12
Sensor-100,30.01,1.81,7.58,50.85,7.61,11.84,2025-06-02 09:36:16
Sensor-1,35.80,0.89,9.41,81.35,8.26,5.74,2025-06-03 06:12:02
Sensor-2,21.00,0.03,7.03,48.74,11.13,8.05,2025-06-02 16:36:19
Sensor-3,17.77,0.58,6.23,66.67,2.67,6.95,2025-06-02 12:25:57
Sensor-4,33.81,0.54,3.67,60.09,4.65,11.07,2025-06-03 05:05:41
Sensor-5,20.57,0.12,7.12,38.74,11.50,9.29,2025-06-02 11:33:35
Sensor-6,17.79,0.57,3.53,74.34,3.09,7.30,2025-06-02 16:39:04
Sensor-7,30.46,1.49,9.31,40.48,6.61,8.34,2025-06-02 11:24:50
Sensor-8,27.26,0.36,7.88,43.46,11.62,5.31,2025-06-03 00:43:58
Sensor-9,22.21,1.08,3.98,52.09,7.55,7.22,2025-06-02 16:37:40
Sensor-10,16.76,1.10,4.06,66.63,0.81,4.08,2025-06-03 07:57:01
Sensor-11,21.22,0.12,8.17,11.54,5.09,6.55,2025-06-02 16:05:32
Sensor-12,34.97,0.90,4.91,76.49,13.94,10.55,2025-06-02 14:11:32
Sensor-13,23.42,0.25,7.35,49.96,5.57,9.60,2025-06-02 16:43:29
Sensor-14,28.19,0.33,8.43,36.69,8.67,7.52,2025-06-03 09:02:35
Sensor-15,13.04,1.49,9.68,59.35,12.77,5.69,2025-06-03 00:38:53
Sensor-16,25.00,0.30,7.08,8.44,7.49,8.54,2025-06-02 09:29:03
Sensor-17,10.22,1.88,9.56,89.03,5.67,4.09,2025-06-02 22:38:33
Sensor-18,27.92,0.14,8.26,22.36,7.19,8.49,2025-06-02 17:23:26
Sensor-19,39.20,1.89,9.96,87.16,10.35,1.61,2025-06-02 16:09:08
Sensor-20,11.60,1.60,3.62,87.29,12.43,9.20,2025-06-02 12:42:42
Sensor-21,21.57,0.42,7.44,38.06,8.55,7.36,2025-06-03 02:12:10
Sensor-22,22.38,0.08,7.35,1.10,10.37,4.77,2025-06-02 19:36:55
Sensor-23,33.81,0.47,9.23,76.52,10.45,12.25,2025-06-02 11:32:08
Sensor-24,32.40,0.65,6.05,52.33,10.14,14.18,2025-06-02 21:28:27
Sensor-25,13.29,0.84,6.69,92.45,2.73,7.43,2025-06-02 17:37:14
Sensor-26,29.00,0.21,7.85,44.55,8.07,3.57,2025-06-02 17:56:13
Sensor-27,24.69,1.98,4.09,63.60,10.27,11.76,2025-06-02 23:49:15
Sensor-28,29.75,0.89,9.10,40.28,0.05,6.45,2025-06-03 04:40:48
Sensor-29,12.60,1.08,9.90,95.24,3.66,1.21,2025-06-02 11:32:51
Sensor-30,30.54,1.77,6.89,58.91,3.16,9.63,2025-06-02 21:11:21
Sensor-31,28.66,0.18,7.82,10.67,9.02,8.81,2025-06-03 06:07:22
Sensor-32,17.70,0.66,6.48,59.99,6.29,2.48,2025-06-02 10:46:31
Sensor-33,39.76,1.35,3.89,50.67,10.78,0.65,2025-06-02 20:29:30
Sensor-34,15.87,1.45,9.67,96.66,13.16,0.72,2025-06-03 02:51:20
Sensor-35,20.18,0.24,7.83,43.71,7.83,9.23,2025-06-03 06:22:22
Sensor-36,26.03,0.05,8.29,22.07,10.95,6.91,2025-06-02 17:20:22
Sensor-37,28.52,1.04,8.07,64.19,9.57,0.04,2025-06-03 00:13:47
Sensor-38,28.29,0.32,6.71,39.63,6.70,8.92,2025-06-02 19:49:37
Sensor-39,22.01,0.36,6.81,49.70,10.50,4.35,2025-06-02 12:56:38
Sensor-40,33.36,1.20,7.18,49.77,3.82,11.62,2025-06-02 13:21:01
Sensor-41,29.28,0.13,7.87,38.65,5.67,8.09,2025-06-03 06:59:43
Sensor-42,13.53,1.40,6.05,96.60,0.73,8.63,2025-06-03 04:32:27
Sensor-43,24.99,0.08,7.50,26.53,7.40,6.03,2025-06-02 17:39:51
Sensor-44,17.14,1.46,3.32,52.57,12.51,11.56,2025-06-02 19:44:04
Sensor-45,37.58,1.71,6.53,51.27,11.64,1.65,2025-06-03 00:20:18
Sensor-46,36.98,1.09,6.10,61.58,14.16,4.06,2025-06-02 21:09:11
Sensor-47,16.29,1.37,4.83,66.93,4.46,0.15,2025-06-03 05:14:06
Sensor-48,27.55,0.01,8.17,16.21,8.76,8.70,2025-06-03 02:02:04
Sensor-49,36.38,0.88,8.10,93.70,8.91,9.78,2025-06-03 08:21:20
Sensor-50,27.19,0.14,8.10,17.53,7.74,6.31,2025-06-02 13:59:33
Sensor-51,15.44,1.53,6.49,66.36,0.76,5.14,2025-06-02 10:56:54
Sensor-52,25.20,0.26,7.18,40.08,9.08,8.93,2025-06-02 13:13:53
Sensor-53,28.99,0.34,7.90,11.18,7.84,7.02,2025-06-03 00:29:23
Sensor-54,25.43,0.29,7.75,6.95,11.39,4.72,2025-06-03 06:43:07
Sensor-55,24.64,0.30,6.98,33.37,9.53,9.54,2025-06-03 01:52:21
Sensor-56,24.41,0.69,9.25,68.82,1.57,14.40,2025-06-03 05:54:58
Sensor-57,23.62,0.16,7.03,14.45,8.50,4.96,2025-06-03 05:07:55
Sensor-58,10.02,1.36,8.49,97.92,6.90,6.36,2025-06-02 11:22:07
Sensor-59,20.07,0.14,6.94,11.52,7.94,7.05,2025-06-03 04:05:36
Sensor-60,22.39,0.18,6.54,34.16,7.55,4.48,2025-06-02 23:01:12
Sensor-61,10.63,1.66,8.36,86.06,13.43,3.61,2025-06-02 13:02:34
Sensor-62,14.33,1.72,6.00,48.16,13.65,6.59,2025-06-02 09:26:11
Sensor-63,29.55,1.50,8.99,87.37,0.25,1.24,2025-06-02 17:14:10
Sensor-64,26.05,0.42,3.52,92.33,8.95,0.43,2025-06-02 17:12:48
Sensor-65,29.61,0.02,6.59,28.24,5.75,9.93,2025-06-02 16:38:32
Sensor-66,25.62,0.40,6.69,39.79,6.43,5.20,2025-06-02 16:05:51
Sensor-67,33.25,0.57,5.46,91.81,11.76,11.33,2025-06-02 23:50:09
Sensor-68,26.33,0.09,7.10,35.46,10.70,6.07,2025-06-02 19:38:19
Sensor-69,11.43,1.17,3.94,50.35,1.32,5.90,2025-06-02 09:29:37
Sensor-70,28.81,1.95,5.48,52.71,2.67,11.69,2025-06-02 10:28:20
Sensor-71,29.40,0.43,7.72,21.65,11.72,7.46,2025-06-02 21:20:02
Sensor-72,12.44,0.80,3.29,87.29,1.34,9.51,2025-06-03 03:43:49
Sensor-73,27.76,0.36,8.48,37.63,5.88,8.87,2025-06-03 06:00:13
Sensor-74,22.06,0.46,6.90,2.44,6.55,7.76,2025-06-02 16:43:04
Sensor-75,23.70,1.63,4.64,94.11,10.17,10.47,2025-06-03 08:21:32
Sensor-76,33.78,1.29,4.37,56.96,14.64,13.18,2025-06-02 13:50:06
Sensor-77,13.53,1.58,8.07,48.74,4.65,9.95,2025-06-03 06:16:01
Sensor-78,25.62,0.29,8.35,47.95,5.45,7.25,2025-06-02 10:45:19
Sensor-79,26.06,0.10,6.75,23.32,7.75,9.12,2025-06-03 06:39:50
Sensor-80,23.02,0.26,7.55,10.25,11.90,5.18,2025-06-02 18:30:54
Sensor-81,15.77,1.76,4.61,81.68,10.76,10.42,2025-06-03 06:37:23
Sensor-82,24.24,0.31,6.52,35.24,9.33,4.96,2025-06-02 13:07:01
Sensor-83,17.42,1.69,6.55,87.04,9.03,4.74,2025-06-03 02:05:42
Sensor-84,29.79,0.05,7.93,39.50,8.98,9.98,2025-06-02 21:25:01
Sensor-85,35.67,0.72,7.88,97.60,5.25,12.37,2025-06-02 19:16:46
Sensor-86,21.91,0.28,7.22,5.64,9.09,7.58,2025-06-02 21:50:06
Sensor-87,20.48,0.41,7.61,0.01,5.41,8.93,2025-06-02 23:14:24
Sensor-88,32.03,1.20,3.57,42.79,1.15,11.25,2025-06-02 21:28:20
Sensor-89,33.49,1.70,4.60,97.37,11.27,13.69,2025-06-02 12:59:31
Sensor-90,28.80,0.37,8.09,6.49,9.74,3.50,2025-06-02 23:38:50
Sensor-91,26.21,0.40,7.61,27.75,10.89,6.39,2025-06-03 04:21:23
Sensor-92,13.05,1.08,7.12,84.57,13.99,2.18,2025-06-03 08:43:08
Sensor-93,29.12,0.24,7.80,2.84,11.30,9.36,2025-06-03 00:16:57
Sensor-94,29.45,0.20,6.98,27.00,9.58,8.93,2025-06-02 19:09:34
Sensor-95,23.00,0.11,7.76,2.51,11.61,8.91,2025-06-03 03:34:06
Sensor-96,26.53,1.98,8.62,45.23,8.86,4.87,2025-06-02 20:14:08
Sensor-97,28.27,0.49,8.30,13.33,11.55,8.40,2025-06-02 13:43:43
Sensor-98,39.03,0.67,7.41,47.02,5.49,12.21,2025-06-02 11:53:18
Sensor-99,28.21,0.44,8.27,26.47,11.46,7.74,2025-06-03 00:59:24
Sensor-100,15.69,1.77,7.66,81.29,7.87,3.12,2025-06-02 11:35:41
Sensor-1,36.34,0.70,7.76,87.26,0.61,13.96,2025-06-02 19:33:15
Sensor-2,25.56,1.89,3.43,67.85,5.44,10.50,2025-06-03 01:19:19
Sensor-3,28.80,0.45,8.16,17.87,7.31,3.55,2025-06-02 23:49:07
Sensor-4,34.08,1.74,8.04,49.92,1.30,4.35,2025-06-03 00:38:22
Sensor-5,20.50,1.52,6.51,67.97,14.46,0.77,2025-06-02 11:24:56
Sensor-6,10.01,1.63,8.17,87.88,2.59,5.03,2025-06-02 23:50:19
Sensor-7,24.94,1.27,4.99,72.10,11.22,1.63,2025-06-02 16:19:07
Sensor-8,33.59,1.31,4.14,60.16,7.96,6.35,2025-06-02 16:15:40
Sensor-9,18.29,1.47,3.62,75.43,0.70,14.65,2025-06-03 04:38:16
Sensor-10,22.37,0.11,7.74,27.52,5.02,8.12,2025-06-02 09:37:27
Sensor-11,29.08,0.26,6.52,11.74,7.95,4.36,2025-06-02 16:04:58
Sensor-12,27.25,0.11,6.68,28.84,5.96,3.98,2025-06-02 18:20:45
Sensor-13,11.40,1.71,8.02,94.62,6.14,1.23,2025-06-02 17:20:12
Sensor-14,20.57,0.44,6.94,46.36,9.21,7.55,2025-06-02 20:17:00
Sensor-15,15.54,1.96,4.39,54.34,6.45,9.17,2025-06-03 01:32:17
Sensor-16,28.23,0.12,8.03,21.77,5.64,6.33,2025-06-02 10:44:52
Sensor-17,12.82,1.25,4.03,84.98,0.14,5.65,2025-06-02 15:56:25
Sensor-18,34.88,1.35,4.16,63.28,3.96,7.79,2025-06-03 05:28:41
Sensor-19,22.58,0.50,6.73,40.41,8.59,5.65,2025-06-02 16:35:07
Sensor-20,29.94,0.43,8.37,45.85,11.69,4.22,2025-06-03 00:46:40
Sensor-21,36.82,1.75,3.45,62.68,6.73,9.93,2025-06-03 02:31:18
Sensor-22,24.22,0.01,7.43,4.38,9.98,9.15,2025-06-03 02:11:28
Sensor-23,23.07,0.35,7.73,22.14,6.22,8.49,2025-06-02 18:02:49
Sensor-24,34.17,1.74,7.94,92.11,11.86,3.99,2025-06-03 08:55:20
Sensor-25,24.26,0.42,5.13,71.32,13.94,14.34,2025-06-03 01:14:11
Sensor-26,31.91,1.82,5.20,41.55,8.08,1.85,2025-06-02 10:02:53
Sensor-27,14.74,0.98,9.19,58.87,12.67,12.03,2025-06-03 07:06:21
Sensor-28,31.53,1.51,3.44,45.49,0.46,10.26,2025-06-03 07:18:19
Sensor-29,28.65,0.30,7.74,32.80,5.52,5.32,2025-06-02 13:31:43
Sensor-30,28.79,1.47,9.18,62.22,6.60,4.03,2025-06-03 01:31:07
Sensor-31,25.75,0.36,7.68,24.03,10.02,7.28,2025-06-02 23:33:13
Sensor-32,11.21,1.21,6.00,66.95,9.56,4.11,2025-06-03 08:16:23
Sensor-33,34.53,1.36,5.12,76.88,13.25,11.98,2025-06-03 05:20:21
Sensor-34,27.62,0.11,8.18,5.62,6.73,6.74,2025-06-02 11:05:57
Sensor-35,27.87,0.43,8.48,47.84,6.75,6.40,2025-06-02 23:07:05
Sensor-36,34.44,0.76,9.47,64.03,12.07,12.77,2025-06-02 19:03:22
Sensor-37,23.11,0.41,9.98,57.43,4.68,3.84,2025-06-02 18:10:21
Sensor-38,38.67,1.06,3.94,81.35,11.31,8.46,2025-06-02 22:55:17
Sensor-39,25.70,0.95,3.08,97.23,8.87,7.59,2025-06-03 04:30:29
Sensor-40,13.79,1.26,9.50,89.66,3.13,6.19,2025-06-02 20:38:25
Sensor-41,23.89,0.29,6.81,33.49,6.64,3.53,2025-06-02 11:48:48
Sensor-42,26.92,0.32,7.63,20.24,9.74,4.02,2025-06-02 09:26:24
Sensor-43,29.90,0.37,7.72,43.10,5.62,5.45,2025-06-03 01:07:59
Sensor-44,20.99,1.90,4.92,91.32,7.28,11.12,2025-06-02 12:36:23
Sensor-45,22.22,0.47,7.17,24.97,9.46,8.18,2025-06-03 00:03:31
Sensor-46,12.49,0.40,7.75,83.93,12.29,1.00,2025-06-02 18:25:14
